                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                 1.5943,                 1.6907,                 1.5132,                0.05776,                0.28433,                0.05202,                0.02839,                 1.3065,                 23.473,                 1.2556,               0.002971,               0.002971,               0.002971
                    144,                 1.5981,                 1.6803,                 1.5116,                0.05666,                0.28433,                0.05207,                0.02851,                 1.3076,                 23.372,                 1.2572,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.5858,                 1.6626,                 1.5098,                0.05734,                0.28433,                0.05191,                0.02851,                 1.3075,                 23.332,                 1.2584,               0.002872,               0.002872,               0.002872
                    146,                 1.5966,                  1.679,                 1.5167,                0.05712,                0.28433,                0.05188,                0.02841,                 1.3082,                 23.329,                 1.2583,              0.0028225,              0.0028225,              0.0028225
                    147,                  1.588,                 1.6704,                 1.5066,                 0.0566,                0.28433,                0.05172,                0.02825,                 1.3078,                 23.283,                 1.2585,               0.002773,               0.002773,               0.002773
                    148,                 1.5887,                 1.6653,                 1.5081,                0.05722,                 0.2843,                0.05202,                0.02842,                 1.3082,                 23.216,                 1.2583,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.5772,                 1.6741,                 1.4987,                0.05675,                0.28211,                0.05214,                 0.0288,                 1.3097,                 23.172,                  1.258,               0.002674,               0.002674,               0.002674
                    150,                 1.5799,                 1.6618,                 1.5044,                0.05648,                0.28433,                0.05213,                0.02862,                  1.309,                 23.114,                 1.2579,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.5754,                 1.6603,                 1.4985,                0.05721,                0.28433,                0.05232,                0.02903,                 1.3101,                 23.042,                 1.2583,               0.002575,               0.002575,               0.002575
                    152,                 1.5846,                 1.6392,                 1.5044,                0.05769,                0.28433,                0.05268,                0.02913,                 1.3098,                  22.98,                 1.2586,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.5764,                 1.6408,                 1.4939,                0.06277,                0.24212,                0.05237,                0.02901,                 1.3114,                 22.904,                 1.2588,               0.002476,               0.002476,               0.002476
                    154,                 1.5622,                 1.6236,                 1.4893,                0.06274,                0.24413,                  0.052,                0.02884,                 1.3125,                 22.812,                 1.2592,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.5728,                 1.6448,                 1.4952,                0.06335,                0.24624,                0.05219,                0.02898,                 1.3128,                 22.729,                 1.2596,               0.002377,               0.002377,               0.002377
                    156,                  1.568,                 1.6348,                 1.4959,                0.06304,                0.24624,                0.05202,                0.02901,                 1.3131,                 22.666,                 1.2602,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.5595,                 1.6184,                  1.489,                0.06121,                0.24845,                 0.0527,                0.02947,                 1.3132,                 22.645,                 1.2599,               0.002278,               0.002278,               0.002278
                    158,                 1.5622,                 1.6178,                 1.4891,                0.06149,                0.24845,                0.05386,                0.03015,                 1.3135,                 22.585,                 1.2602,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.5622,                 1.6161,                 1.4901,                0.06177,                0.24624,                  0.054,                0.03017,                  1.315,                 22.503,                 1.2607,               0.002179,               0.002179,               0.002179
                    160,                 1.5495,                 1.6013,                 1.4819,                0.05811,                 0.2933,                0.05404,                 0.0302,                 1.3154,                  22.47,                 1.2599,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.5412,                 1.6112,                 1.4856,                0.05792,                 0.2933,                0.05385,                0.03014,                 1.3146,                 22.428,                 1.2603,                0.00208,                0.00208,                0.00208
                    162,                 1.5541,                 1.5895,                 1.4806,                0.05756,                 0.2933,                0.05375,                0.03008,                 1.3148,                 22.391,                 1.2598,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.5488,                 1.6038,                 1.4781,                  0.057,                 0.2933,                0.05357,                0.03001,                 1.3166,                 22.308,                 1.2604,               0.001981,               0.001981,               0.001981
                    164,                 1.5475,                 1.5923,                 1.4777,                0.05702,                 0.2933,                0.05339,                0.02988,                 1.3167,                 22.319,                 1.2607,              0.0019315,              0.0019315,              0.0019315
                    165,                  1.535,                 1.5794,                 1.4677,                0.05259,                 0.2933,                0.05295,                0.02959,                 1.3195,                 22.239,                 1.2618,               0.001882,               0.001882,               0.001882
                    166,                 1.5449,                 1.5823,                 1.4787,                0.05239,                 0.2933,                0.05276,                0.02934,                 1.3184,                 22.203,                 1.2613,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.5335,                 1.5817,                 1.4731,                0.05226,                 0.2933,                0.05276,                0.02928,                 1.3203,                 22.117,                 1.2626,               0.001783,               0.001783,               0.001783
                    168,                 1.5333,                  1.574,                 1.4696,                0.05237,                 0.2933,                0.05243,                0.02921,                 1.3209,                 22.084,                 1.2627,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.5388,                 1.5774,                 1.4732,                0.05295,                 0.2933,                0.05234,                0.02923,                 1.3204,                 22.037,                 1.2628,               0.001684,               0.001684,               0.001684
                    170,                  1.534,                 1.5626,                 1.4619,                0.05326,                 0.2933,                0.05254,                 0.0294,                 1.3205,                  22.01,                 1.2629,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.5214,                 1.5497,                  1.463,                0.05313,                 0.2933,                0.05264,                0.02944,                 1.3205,                 21.996,                 1.2623,               0.001585,               0.001585,               0.001585
                    172,                 1.5192,                  1.542,                 1.4583,                0.05317,                 0.2933,                0.05296,                0.02957,                 1.3214,                 21.916,                 1.2631,              0.0015355,              0.0015355,              0.0015355
                    173,                  1.525,                 1.5435,                   1.46,                0.05871,                0.28654,                0.05263,                0.02959,                 1.3219,                 21.852,                 1.2638,               0.001486,               0.001486,               0.001486
                    174,                 1.5247,                 1.5516,                 1.4612,                0.05381,                 0.2933,                0.05331,                0.02997,                 1.3219,                 21.768,                 1.2642,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.5131,                 1.5228,                  1.451,                0.05588,                 0.2933,                0.05327,                0.02999,                 1.3215,                 21.718,                 1.2641,               0.001387,               0.001387,               0.001387
                    176,                 1.5115,                 1.5273,                 1.4552,                0.05589,                 0.2933,                0.05342,                0.03011,                 1.3204,                 21.662,                 1.2635,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.5119,                 1.5182,                 1.4489,                0.05566,                 0.2933,                0.05354,                0.03022,                 1.3208,                 21.604,                 1.2639,               0.001288,               0.001288,               0.001288
                    178,                 1.5122,                 1.5349,                 1.4522,                0.05556,                 0.2933,                0.05364,                0.03023,                 1.3196,                 21.575,                 1.2639,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.5062,                 1.5231,                 1.4503,                0.05337,                 0.2933,                0.05318,                 0.0299,                 1.3195,                 21.482,                  1.264,               0.001189,               0.001189,               0.001189
                    180,                 1.4976,                 1.5205,                   1.45,                0.05218,                 0.2933,                0.05326,                0.02998,                 1.3216,                 21.491,                 1.2654,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.5034,                 1.5124,                 1.4395,                0.05235,                 0.2933,                0.05358,                0.02991,                 1.3217,                 21.449,                 1.2651,                0.00109,                0.00109,                0.00109
                    182,                 1.5106,                 1.5177,                  1.446,                0.05272,                 0.2933,                0.05345,                0.02988,                 1.3235,                 21.384,                 1.2667,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.4942,                 1.4963,                 1.4389,                0.05318,                 0.2933,                0.05354,                0.03003,                 1.3222,                 21.355,                 1.2661,               0.000991,               0.000991,               0.000991
                    184,                 1.4946,                    1.5,                 1.4413,                0.05337,                 0.2933,                0.05356,                0.02981,                 1.3219,                 21.325,                 1.2665,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.4942,                 1.4932,                   1.44,                0.05283,                 0.2933,                0.05357,                0.02998,                 1.3222,                 21.237,                 1.2669,               0.000892,               0.000892,               0.000892
                    186,                 1.4902,                 1.4895,                 1.4377,                0.05289,                 0.2933,                0.05377,                0.03008,                  1.323,                 21.155,                 1.2669,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.4914,                 1.4998,                 1.4349,                0.05333,                0.38335,                0.05374,                0.02999,                 1.3237,                 21.128,                 1.2674,               0.000793,               0.000793,               0.000793
                    188,                 1.4932,                 1.4843,                 1.4362,                0.05261,                 0.4035,                 0.0537,                0.02996,                 1.3239,                  21.06,                 1.2678,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.4768,                 1.4737,                 1.4256,                 0.0531,                0.36984,                0.05395,                0.03023,                 1.3233,                  21.02,                 1.2696,               0.000694,               0.000694,               0.000694
                    190,                 1.4837,                 1.4649,                 1.4285,                 0.0521,                0.40572,                0.05385,                0.03012,                 1.3231,                 20.943,                 1.2688,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.4455,                 1.3662,                 1.4452,                0.05379,                 0.3766,                0.05392,                0.03019,                 1.3225,                 20.934,                 1.2691,               0.000595,               0.000595,               0.000595
                    192,                 1.4388,                 1.3427,                 1.4388,                0.05373,                 0.3766,                0.05403,                0.03018,                 1.3233,                 20.881,                 1.2692,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.4324,                 1.3352,                  1.439,                0.05407,                 0.3766,                 0.0542,                0.03017,                 1.3217,                 20.838,                 1.2691,               0.000496,               0.000496,               0.000496
                    194,                 1.4229,                 1.3249,                 1.4366,                 0.0542,                0.37618,                0.05444,                0.03026,                 1.3206,                  20.78,                 1.2691,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.4189,                  1.311,                 1.4266,                0.05418,                 0.3766,                0.05431,                0.03025,                 1.3217,                 20.738,                 1.2692,               0.000397,               0.000397,               0.000397
                    196,                 1.4194,                 1.3178,                 1.4291,                0.05408,                 0.3766,                 0.0545,                0.03034,                  1.322,                 20.694,                 1.2693,              0.0003475,              0.0003475,              0.0003475
                    197,                 1.4136,                 1.3029,                 1.4291,                 0.0541,                 0.3766,                0.05433,                0.03031,                 1.3226,                  20.63,                 1.2696,               0.000298,               0.000298,               0.000298
                    198,                 1.4085,                 1.2871,                 1.4151,                0.05396,                 0.3766,                0.05439,                0.03037,                  1.323,                 20.602,                   1.27,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.4068,                 1.2917,                 1.4216,                0.05255,                0.36838,                0.05444,                0.03041,                 1.3238,                 20.583,                 1.2703,               0.000199,               0.000199,               0.000199
                    200,                 1.4014,                 1.2925,                 1.4181,                0.05295,                0.37205,                0.05454,                0.03044,                 1.3233,                 20.578,                 1.2711,              0.0001495,              0.0001495,              0.0001495
